TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,
0.0000,0,164.3328,no,45-54,caucasian,male,Wink,0.3528,2.8576,-0.3943,0.0000,1.3576,2.3524,12.5773,34.3963,0.0003,0.9575,-36.0073,85.7139,0.0012,0.0003,0.0001,85.7139,0.0618,0.0136,0.0000,32.1491,0.0002,2.0230,0.0179,0.0000,0.0376,0.0001,97.8720,0.0000,0.0011,2.8021,2.2436,0.0214,8.3743,0.0001,0.0000,0.0000,0.0018,0.0018,34.3963,0.0000,99.9016,2.3064,2.3064,0.0018,0.0379,
0.0000,0,173.7578,no,35-44,south asian,male,Unknown,-4.9109,-0.1136,1.2080,0.0018,0.0045,0.4307,0.0238,0.0129,0.1926,0.1927,-8.8402,0.2419,0.0000,0.0018,0.0013,0.0100,0.0047,0.2419,0.0362,28.1879,0.0014,0.7715,0.0003,0.0001,0.0001,0.0000,98.7596,0.0000,0.0000,0.0003,0.0241,0.0000,61.2409,0.0018,0.0018,0.0018,0.0018,0.0018,0.0129,0.0000,0.0018,2.2992,2.3262,0.0018,0.2586,
0.0000,0,165.9066,no,45-54,south asian,male,Unknown,4.4596,-0.8374,20.2155,0.0018,0.0837,0.4262,0.0013,0.0045,1.6959,0.1928,-0.1159,0.0190,0.0015,0.3503,0.0006,0.0038,0.0003,0.0190,0.0000,0.0026,0.0000,0.0023,0.0000,87.0892,0.0062,0.0000,98.5692,0.0000,0.0000,0.0002,0.0085,0.0001,14.3355,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0000,0.0018,2.2979,2.2987,0.0018,0.0471,
0.0000,0,166.3973,no,35-44,south asian,male,Unknown,-21.9240,-12.7180,6.8088,0.0025,0.0042,3.5080,0.0204,0.0101,0.1987,81.9524,-31.1953,50.0767,1.8289,0.0196,0.0536,0.0001,0.6369,50.0767,0.0000,25.3004,1.2904,0.2379,0.0002,1.0705,74.3557,0.0000,86.4877,0.0370,0.0000,0.0010,2.9423,0.6224,37.0538,0.0025,0.0020,0.0017,0.0023,0.0018,0.0101,22.1960,0.0018,2.2978,2.3036,0.0018,0.1083,
0.0000,0,165.2046,no,35-44,south asian,male,Unknown,-4.5150,8.6665,-26.0928,0.0018,0.0041,0.4259,0.0276,0.0081,0.1862,0.1944,-7.4145,0.4770,0.0000,0.0247,0.0060,0.4770,0.0000,0.0009,4.1293,14.3721,0.0001,0.2049,0.0000,0.0017,0.0001,0.0000,93.5033,0.0000,0.0000,0.0020,0.0236,0.0000,28.8978,0.0018,0.0018,0.0018,0.0018,0.0039,0.0081,0.0000,0.0018,2.2980,2.2980,0.0018,0.0799,
0.0000,0,164.3452,no,35-44,caucasian,male,Unknown,-3.3891,5.4604,-22.6169,0.0015,0.0053,0.4767,0.0287,0.0060,0.1618,0.2013,-2.5383,2.5949,0.0000,0.0017,0.0004,2.3339,0.0001,2.5949,0.0780,1.6173,0.0007,0.0005,0.0005,0.0031,0.0000,0.0000,96.4699,0.0000,0.0000,0.0077,0.0027,0.0000,95.5693,0.0017,0.0015,0.0015,0.0018,0.0019,0.0060,0.0000,0.0019,2.2980,2.2980,0.0018,0.8955,
0.0000,0,163.6340,no,35-44,caucasian,male,Unknown,-7.3121,-1.7548,-3.2370,0.0012,0.0067,0.5846,0.0371,0.0115,0.1248,0.2148,-8.0053,6.2680,0.0000,0.0015,0.0002,5.8004,0.0039,6.2680,0.0047,10.4131,0.0031,0.0052,0.0002,0.0012,0.0001,0.0001,98.2860,0.0000,0.0000,0.2419,0.1431,0.0002,64.9697,0.0015,0.0012,0.0012,0.0018,0.0018,0.0115,0.0000,0.0038,2.2979,2.2979,0.0018,0.2961,
0.0000,0,164.3058,no,35-44,south asian,male,Unknown,-2.3406,-9.2385,-0.7883,0.0018,0.0045,0.4616,0.0241,0.0068,0.1926,0.1929,-4.2685,1.8545,0.0000,0.0005,0.0007,0.0054,0.0001,1.8545,0.0930,10.8090,0.2835,0.1055,0.0000,0.0011,0.0083,0.0000,92.7729,0.0000,0.0000,0.0001,0.1447,0.0001,6.5991,0.0018,0.0018,0.0018,0.0019,0.0019,0.0068,0.0000,0.0018,2.2978,2.2978,0.0018,0.0355,
0.0000,0,174.0111,no,25-34,south asian,male,Unknown,-23.6667,-7.6637,8.4456,0.0018,0.0045,4.0339,0.0239,0.0087,0.1930,0.3108,-31.1838,51.3756,0.0383,0.0005,0.0078,0.0000,0.3354,51.3756,0.0000,17.8275,0.2473,0.0592,0.0015,0.0514,4.5381,0.0000,94.6204,0.0001,0.0000,0.0001,0.1785,0.1215,2.9756,0.0018,0.0018,0.0018,0.0019,0.0018,0.0087,0.0000,0.0018,2.2985,2.2985,0.0018,0.0312,
0.0000,0,172.1839,no,35-44,south asian,male,Unknown,-11.4847,7.4503,-0.1307,0.0018,0.0046,0.4329,0.0245,0.0564,0.1904,0.1933,-20.9011,0.3763,0.0000,0.0197,0.0055,0.1745,0.0001,0.3763,0.2193,68.3225,0.0170,0.0135,0.0009,0.0062,0.0004,0.0000,94.8336,0.0000,0.0000,0.0007,0.1275,0.0001,13.1843,0.0018,0.0018,0.0018,0.0018,0.0019,0.0564,0.0000,0.0018,2.2978,2.2978,0.0018,0.0452,
0.0000,0,229.4708,no,35-44,caucasian,male,Unknown,-5.0512,9.5209,-29.0927,0.0001,0.0886,0.4263,0.8648,0.4389,0.0059,0.4602,-18.0337,46.5770,0.0000,0.0086,0.0003,46.5770,0.0002,0.0194,3.9905,4.0752,0.0009,0.1066,0.0011,0.0048,0.0000,0.0830,92.3848,0.0000,0.0000,0.1984,0.4609,0.0010,6.1019,0.0003,0.0001,0.0001,0.0018,0.0038,0.4389,0.0000,0.0022,2.3004,2.3004,0.0018,0.0349,
0.0000,0,221.8480,no,35-44,caucasian,male,Unknown,-4.7204,8.7980,-19.1699,0.0000,1.3012,0.4272,12.5243,23.2362,0.0003,0.9435,-31.5771,85.1245,0.0000,0.0341,0.0001,85.1245,0.0001,0.0504,0.1588,19.6108,0.0001,0.0308,0.0021,0.0115,0.0002,0.0000,93.3418,0.0000,0.0000,0.1090,0.0124,0.0000,32.5050,0.0001,0.0000,0.0000,0.0018,0.0019,23.2362,0.0000,0.0019,2.2979,2.2979,0.0018,0.0911,
0.0000,0,142.6087,no,35-44,south asian,male,Unknown,-10.7868,0.5018,13.3237,0.0018,0.0046,0.4259,0.0240,0.0558,0.1928,0.1928,-0.0060,0.0308,0.0000,0.0000,0.0308,0.0190,0.0000,0.0000,0.0002,0.0004,0.1601,0.0000,0.0000,0.0000,0.0007,0.0000,98.6608,75.2930,0.0000,0.0004,0.0000,0.0000,0.3423,0.0018,0.0018,0.0018,0.0019,0.0018,0.0558,0.0000,0.0018,2.2977,2.2977,0.0018,0.0283,
0.0000,0,147.1319,no,25-34,south asian,male,Unknown,-10.3274,-0.4899,6.8755,0.0018,0.0045,0.4259,0.0240,0.1093,0.1934,0.1929,-0.0012,0.0637,0.0000,0.0000,0.0637,0.0010,0.0000,0.0000,0.0001,0.0021,0.0072,0.0008,0.0000,0.0002,0.0089,0.0000,98.6640,95.5755,0.0000,0.0001,0.0047,0.0000,0.0566,0.0018,0.0018,0.0018,0.0018,0.0018,0.1093,0.0000,0.0018,2.2977,2.2977,0.0019,0.0280,
0.0000,0,144.6850,no,25-34,south asian,male,Unknown,-6.3567,-2.9294,7.2011,0.0018,0.0045,0.4259,0.0240,0.0061,0.1929,0.1927,-0.0233,0.0220,0.0000,0.0000,0.0220,0.0000,0.0000,0.0004,0.0002,0.0756,4.9179,0.0009,0.0000,0.0001,0.0005,0.0000,97.8419,8.7738,0.0000,0.0000,0.0004,0.0000,0.1115,0.0018,0.0018,0.0018,0.0045,0.0018,0.0061,0.0000,0.0018,2.2977,2.2977,0.0018,0.0281,
0.0000,0,139.4499,no,25-34,south asian,male,Unknown,8.3114,2.6668,-18.6412,0.0017,0.0047,0.4264,0.0233,0.0042,0.2087,0.1927,-0.0570,1.2784,0.0000,0.0000,1.2784,0.0000,0.0000,0.0287,0.0092,0.0887,0.0032,0.0319,0.0000,0.0000,0.0005,0.0000,97.9501,0.0000,0.0000,0.0002,0.0001,0.0000,0.1470,0.0017,0.0017,0.0017,0.0018,0.0018,0.0042,0.0000,0.0018,2.2977,2.2977,0.0018,0.0281,
0.0000,0,143.4923,no,35-44,south asian,male,Unknown,-2.7717,-2.0580,-5.2633,0.0018,0.0046,0.4259,0.0238,0.0045,0.1965,0.1927,-0.0003,0.3150,0.0000,0.0000,0.3150,0.0000,0.0000,0.0000,0.0000,0.0004,0.2489,0.0003,0.0000,0.0002,0.0001,30.0671,98.1808,0.0002,0.0000,0.0000,0.0003,0.0001,0.0282,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0000,0.0018,2.2977,2.2977,0.0018,0.0280,
0.0000,0,147.2945,no,25-34,south asian,male,Unknown,-23.4019,-4.4729,8.2695,0.0015,0.0055,0.4259,0.0207,0.0685,0.2785,0.1927,-0.0017,5.9101,0.0000,0.0003,5.9101,0.0000,0.0000,0.0003,0.0006,0.0028,55.9076,0.0008,0.0001,0.0009,0.0001,0.0000,97.0842,91.1783,0.0000,0.0005,0.0013,0.0000,0.2798,0.0015,0.0015,0.0015,32.2113,0.0018,0.0685,0.0000,0.0018,2.2977,2.2977,0.0054,0.0283,
0.0000,0,148.2662,no,25-34,south asian,male,Unknown,-14.7687,2.0482,-5.4034,0.0018,0.0046,0.4259,0.0241,0.0113,0.1933,0.1929,-0.0235,0.1268,0.0000,0.0000,0.1268,0.0648,0.0000,0.0000,0.0028,0.0069,0.0905,0.0000,0.0000,0.0001,0.0001,0.0001,98.1843,27.4143,0.0000,0.0005,0.0000,0.0000,4.4620,0.0018,0.0018,0.0018,0.0019,0.0018,0.0113,0.0000,0.0018,2.2977,2.2977,0.0019,0.0329,
0.0000,0,138.9102,no,25-34,black african,male,Unknown,12.1685,1.2899,-29.8687,0.0006,0.0119,0.4779,0.0117,0.0009,1.1941,0.1927,-1.7296,29.3293,0.0000,0.0000,29.3293,0.0000,0.0000,2.6557,0.5696,0.0026,0.0641,0.0074,0.0000,0.0474,0.0016,0.0000,98.4358,0.0000,0.0000,0.0002,0.0000,0.0000,89.8053,0.0006,0.0006,0.0006,0.0019,0.0020,0.0009,0.0000,0.0018,2.2977,2.2977,0.0018,0.7324,
0.0000,0,149.9928,no,25-34,south asian,male,Unknown,-10.0860,2.8989,28.7079,0.0016,0.0050,0.4259,0.0222,0.0039,0.2340,0.1927,-0.0012,3.1144,0.0000,0.0008,3.1144,0.0000,0.0000,0.0000,0.0008,0.0010,49.3393,0.0002,0.0000,0.0000,0.0001,0.0000,97.8547,0.3526,0.0000,0.0000,0.0000,0.0000,2.9033,0.0016,0.0016,0.0016,12.5834,0.0018,0.0039,0.0000,0.0018,2.2977,2.2977,0.0020,0.0311,
0.0000,0,144.3720,no,25-34,black african,male,Unknown,10.4802,0.4873,-42.6097,0.0003,0.0226,0.7624,0.0072,0.0003,3.7728,0.1927,-6.7273,48.1718,0.0000,0.0000,48.1718,0.0000,0.0000,13.4235,0.0217,0.0008,0.0018,0.0003,0.0000,0.0150,0.0002,0.0000,98.6647,0.0001,0.0000,0.0002,0.0000,0.0000,57.7986,0.0003,0.0003,0.0003,0.0018,0.0018,0.0003,0.0000,0.0018,2.2977,2.2977,0.0018,0.2288,
0.0000,0,131.8225,no,35-44,black african,male,Kissing,4.4478,-9.4632,13.6250,0.0015,0.0053,0.4266,0.0192,0.0039,0.2614,0.1927,-2.0117,4.8919,0.0000,0.0000,4.8919,0.0000,0.0002,0.0409,0.0001,0.6101,96.4628,6.0259,0.0006,0.0072,0.0011,0.0000,92.4656,0.0001,0.0000,0.0006,0.9585,0.0062,0.0105,0.0015,0.0015,0.0015,99.8681,0.0018,0.0039,0.0000,0.0018,2.2977,2.2977,0.0018,0.0280,
0.0000,0,148.3568,no,25-34,south asian,male,Unknown,-10.8734,-1.1197,2.6047,0.0018,0.0045,0.4260,0.0240,0.0046,0.1928,0.1927,-0.0325,0.0123,0.0000,0.0000,0.0123,0.0000,0.0000,0.0089,0.0060,0.0783,0.4371,0.0014,0.0000,0.0003,0.0004,0.0000,98.4874,0.2804,0.0000,0.0000,0.0001,0.0000,1.0471,0.0018,0.0018,0.0018,0.0020,0.0018,0.0046,0.0000,0.0018,2.2977,2.2977,0.0018,0.0290,
0.0000,0,149.4391,no,25-34,south asian,male,Unknown,-12.7359,-1.3592,2.8256,0.0018,0.0047,0.4259,0.0234,0.1164,0.2056,0.1927,-0.0249,1.0379,0.0000,0.0000,1.0379,0.0000,0.0000,0.0003,0.0002,0.0808,6.1025,0.0012,0.0000,0.0000,0.0004,0.0000,98.4143,98.9937,0.0000,0.0000,0.0001,0.0000,0.1477,0.0018,0.0018,0.0018,0.0055,0.0018,0.1164,0.0000,0.0018,2.2977,2.2977,0.0022,0.0281,
0.0000,0,155.6356,no,25-34,south asian,male,Kissing,-17.9069,1.2614,-7.7140,0.0005,0.0154,0.4259,0.0096,0.0007,1.8714,0.1927,-0.0018,36.6421,0.0000,0.0000,36.6421,0.0000,0.0000,0.0018,0.0007,0.0014,74.5800,0.0000,0.0000,0.0109,0.0000,0.0000,98.4445,3.3241,0.0000,0.0000,0.0000,0.0000,9.0530,0.0005,0.0005,0.0005,93.4067,0.0018,0.0007,0.0000,0.0018,2.2977,2.2977,0.0033,0.0389,
0.0000,0,240.1007,no,25-34,south asian,male,Unknown,-31.2436,-13.2925,-25.5954,0.0000,0.1232,0.4313,0.0020,0.0000,48.5148,0.1927,-0.1151,99.0451,0.0000,0.0048,99.0451,0.0000,0.0909,0.0019,0.0015,0.2186,4.7977,0.0018,0.0000,0.0029,0.0000,0.0000,85.0878,0.0014,0.0000,0.0013,0.0017,0.0000,1.8719,0.0000,0.0000,0.0000,0.0044,0.0018,0.0000,0.0000,0.0018,2.2977,2.2977,0.0018,0.0299,
0.0000,0,215.1939,no,25-34,south asian,male,Unknown,-29.4617,-11.8005,-7.3032,0.0000,0.1268,0.4386,0.0020,0.0000,49.8575,0.1927,-0.1622,99.9025,0.0000,0.0014,99.9025,0.0000,0.1634,0.1586,0.0000,0.0022,11.3505,0.0003,0.0000,0.0138,0.0000,0.0000,88.4924,0.0143,0.0000,0.0000,0.0000,0.0000,0.2542,0.0000,0.0000,0.0000,0.0144,0.0018,0.0000,0.0000,0.0018,2.2977,2.2977,0.0018,0.0283,
0.0000,0,254.0388,no,under 18,south asian,unknown,Unknown,-37.1263,-12.1864,-1.1948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.6826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
0.0000,0,188.1057,no,25-34,south asian,male,Unknown,-22.8059,-3.5533,-16.2702,0.0016,0.0051,0.0007,0.0024,0.0499,0.2357,0.1928,-54.6917,3.2360,0.0000,0.0000,3.2360,0.0033,0.0000,0.0000,0.0001,49.8038,0.0000,44.8853,87.6130,0.0013,0.0049,0.0000,97.5621,0.0344,0.0000,0.0002,92.3514,0.0031,0.0002,0.0016,0.0016,0.0016,0.0018,0.0018,0.0499,0.0000,0.0018,2.2978,2.2978,0.0018,0.0280,
0.0000,0,212.1048,no,25-34,south asian,male,Unknown,-27.1968,-5.0333,-17.4512,0.0014,0.0058,0.0038,0.0040,0.0075,0.3085,0.1927,-32.1123,7.5511,0.0000,0.0003,7.5511,0.0000,0.0001,0.0001,0.0005,10.6166,0.0429,31.6183,64.8044,0.0002,0.0021,0.0000,96.7496,0.0258,0.0000,0.0008,29.8036,0.0007,0.0861,0.0014,0.0014,0.0014,0.0018,0.0018,0.0075,0.0000,0.0018,2.2977,2.2977,0.0018,0.0281,
